"","prestretch","rom"
"343","33.8",6.4344374033687
"344","33.8",7.22357512941333
"345","33.8",7.55114970923803
"346","33.8",7.20227739556018
"347","33.8",7.09818975523223
"348","33.8",6.94718247681582
"349","33.8",6.78377050852
"350","33.8",6.93662209894674
"351","33.8",7.72849126350114
"352","33.8",6.93180111845774
"353","33.8",6.14660502806941
"354","33.8",6.16005556141005
"355","33.8",7.27375353745776
"356","33.8",7.5518849692725
"357","33.8",5.68408016788435
"358","33.8",6.67792842471601
"359","33.8",6.70232245499489
"360","33.8",6.53119863014476
"361","33.8",7.52052623459138
"362","33.8",7.19616299579339
"363","33.8",7.69676318376724
"364","33.8",7.05201706068194
"365","33.8",6.6780717986804
"366","33.8",7.46726056912936
"367","33.8",6.54917293209322
"368","33.8",6.65658101545869
"369","33.8",7.26055233951826
"370","33.8",6.70032461505908
"371","33.8",6.26523551549419
"372","33.8",6.44684980193817
"373","33.8",7.09790338271566
"374","33.8",7.01010425159997
"375","33.8",6.77838236912316
"376","33.8",6.2063585804849
"377","33.8",6.17017298245191
"378","33.8",6.33510377240497
"379","33.8",6.8783850515345
"380","33.8",6.61123715585554
"381","33.8",6.54691172720695
"382","33.8",7.69602933710195
"383","33.8",7.6080825409177
"384","33.8",6.42721049370657
"385","33.8",7.56936822173628
"386","33.8",6.81055941696409
"387","33.8",6.61399130530888
"388","33.8",6.64875443442231
"389","33.8",6.66155973131973
"390","33.8",7.16200504903219
"391","33.8",6.0967217227298
"392","33.8",5.98069150766049
"393","33.8",6.48705945933792
"394","33.8",7.79881379311844
"395","33.8",5.96820328701785
"396","33.8",6.66382774483779
"397","33.8",6.41184377119191
"398","33.8",6.55943409223504
"399","33.8",6.91747969641738
"400","33.8",6.87324678470538
"401","42.2",7.17892696856746
"402","42.2",7.32393007261542
"403","42.2",6.717804121766
"404","42.2",6.79982703669456
"405","42.2",6.74183374546395
"406","42.2",7.15198384958796
"407","42.2",6.60665658618527
"408","42.2",7.34412910626389
"409","42.2",7.24189419976542
"410","42.2",6.63992608712341
"411","42.2",6.57487014044272
"412","42.2",7.86154379571798
"413","42.2",7.01606889679545
"414","42.2",6.75959401407907
"415","42.2",7.87285455819891
"416","42.2",6.56440604768667
"417","42.2",7.64730924865957
"418","42.2",6.28777005326106
"419","42.2",6.79063986294843
"420","42.2",6.77733558119132
"421","42.2",6.89153306795157
"422","42.2",6.60218253023113
"423","42.2",6.30261146289592
"424","42.2",5.96667439305044
"425","42.2",7.14684570385716
"426","42.2",8.11129988776434
"427","42.2",6.96576774538712
"428","42.2",6.87930543409511
"429","42.2",7.11959963169002
"430","42.2",6.64615835702157
"431","42.2",6.41425818551137
"432","42.2",7.50104232855393
"433","42.2",7.13971536434916
"434","42.2",6.70828320784381
"435","42.2",7.25926040769434
"436","42.2",6.87356966281565
"437","42.2",7.97026495016058
"438","42.2",7.82140514726672
"439","42.2",7.68876098926618
"440","42.2",7.42228612918751
"441","42.2",7.29961867976828
"442","42.2",6.89202205565696
"443","42.2",6.30452954719642
"444","42.2",7.40243014316408
"445","42.2",7.68592191290168
"446","42.2",7.52099423363166
"447","42.2",7.15647920614933
"448","42.2",7.19348165459187
"449","42.2",6.65371580618939
"450","42.2",7.18674180929313
"451","42.2",7.91198842946682
"452","42.2",7.19917008603413
"453","42.2",6.50651672174974
"454","42.2",6.5325577638962
"455","42.2",7.0880241283871
"456","42.2",7.77414004023825
"457","42.2",5.65892014694266
"458","42.2",7.1005262107308
"459","42.2",7.10377891309224
"460","42.2",6.78565828950698
"461","42.2",7.46738605696071
"462","42.2",7.42665245730571
"463","42.2",8.0356028220295
"464","42.2",7.20569558164682
"465","42.2",6.8620882046311
"466","42.2",7.74758689942989
"467","42.2",6.79078811917934
"468","42.2",7.05603988725077
"469","42.2",7.34757173684869
"470","42.2",6.89322596102653
"471","42.2",6.61277863138713
"472","42.2",6.62711032151318
"473","42.2",7.00040084140603
"474","42.2",7.09568443581346
"475","42.2",7.11851191076633
"476","42.2",6.13976528281322
"477","42.2",6.41496357544463
"478","42.2",6.62085475481987
"479","42.2",7.14829997503796
"480","42.2",6.73771179527407
"481","42.2",6.7991850120076
"482","42.2",7.80160764340629
"483","42.2",7.95358879449762
"484","42.2",6.69505342225233
"485","42.2",7.71405179252078
"486","42.2",7.04686600219248
"487","42.2",7.01354897799027
"488","42.2",6.65971424146288
"489","42.2",6.8268499338485
"490","42.2",7.33313619152787
"491","42.2",6.64144941684375
"492","42.2",6.13178216208413
"493","42.2",6.3832285144587
"494","42.2",8.0022453051447
"495","42.2",6.11226049496245
"496","42.2",7.00258399102733
"497","42.2",6.7540294283282
"498","42.2",6.57822843255561
"499","42.2",6.95140855165397
"500","42.2",7.10191299169916
"501","50.7",7.19627252212007
"502","50.7",7.27993529108897
"503","50.7",6.72363236239394
"504","50.7",7.01599319279389
"505","50.7",6.63024359731246
"506","50.7",6.75306359321468
"507","50.7",6.55197430571917
"508","50.7",7.3505672085403
"509","50.7",6.95158362151178
"510","50.7",6.52716191425039
"511","50.7",6.41210681085214
"512","50.7",7.58039248754758
"513","50.7",7.07194016359869
"514","50.7",6.59237378402705
"515","50.7",7.52132420105737
"516","50.7",6.76541300907117
"517","50.7",6.93867769902786
"518","50.7",6.34005208710865
"519","50.7",6.53207475937385
"520","50.7",6.78181021135512
"521","50.7",7.15166124737199
"522","50.7",6.50474930346503
"523","50.7",6.22397329087599
"524","50.7",5.96720989315909
"525","50.7",6.86974553179251
"526","50.7",7.82644925876503
"527","50.7",6.89068757572389
"528","50.7",6.92929882836325
"529","50.7",7.14039989492919
"530","50.7",6.68766252626561
"531","50.7",6.35467656023612
"532","50.7",7.25272662557208
"533","50.7",7.01232966670422
"534","50.7",6.69973967945289
"535","50.7",7.04531244232845
"536","50.7",6.93899571909508
"537","50.7",7.76468217671844
"538","50.7",7.46594134371185
"539","50.7",7.38356523282628
"540","50.7",7.60213268153836
"541","50.7",7.28439311804794
"542","50.7",6.72950535319894
"543","50.7",6.44325208407668
"544","50.7",7.10730362733714
"545","50.7",7.29510267023176
"546","50.7",7.59349561010264
"547","50.7",7.45271725063491
"548","50.7",7.01665246938806
"549","50.7",6.86996605216712
"550","50.7",7.5219415619442
"551","50.7",7.98407146340143
"552","50.7",6.85355605240861
"553","50.7",6.35902138427563
"554","50.7",6.42497945521652
"555","50.7",7.24245356963057
"556","50.7",7.69417372140955
"557","50.7",5.37277194223808
"558","50.7",7.00399315417773
"559","50.7",6.93198824561426
"560","50.7",6.7450176169923
"561","50.7",7.65933709732981
"562","50.7",7.40516567476207
"563","50.7",7.92322347745732
"564","50.7",7.26691386849118
"565","50.7",6.86358912458415
"566","50.7",7.60147209450536
"567","50.7",6.59375898680658
"568","50.7",6.69415543635887
"569","50.7",7.28794781703236
"570","50.7",6.82429533553261
"571","50.7",6.64113050756043
"572","50.7",6.31507453631122
"573","50.7",7.15379807811055
"574","50.7",6.83001234121282
"575","50.7",6.72232780515432
"576","50.7",6.29643752059875
"577","50.7",6.45551305810644
"578","50.7",6.3735796153641
"579","50.7",7.14345948933422
"580","50.7",6.57934917571998
"581","50.7",6.90044194966498
"582","50.7",7.4745724712723
"583","50.7",7.76468228093097
"584","50.7",6.44794161917418
"585","50.7",7.83119978717198
"586","50.7",7.29572082995963
"587","50.7",6.86435503617811
"588","50.7",6.7190952436416
"589","50.7",6.83716591904824
"590","50.7",7.37459343989496
"591","50.7",6.58008207648288
"592","50.7",6.1269659656292
"593","50.7",6.4462631575194
"594","50.7",7.9638478463271
"595","50.7",6.21914744606973
"596","50.7",7.12321934604978
"597","50.7",6.70033292011391
"598","50.7",6.67319138368207
"599","50.7",6.88197809564554
"600","50.7",6.92351305755373
"601","59.1",6.73786766016111
"602","59.1",6.81547632348398
"603","59.1",6.26919421212042
"604","59.1",6.16493008064283
"605","59.1",6.39494140186397
"606","59.1",6.87066935595293
"607","59.1",6.08870293122201
"608","59.1",6.85008097169518
"609","59.1",6.80951286040914
"610","59.1",5.95866633573661
"611","59.1",6.08604549015243
"612","59.1",7.24589414542205
"613","59.1",6.35542897027563
"614","59.1",6.04728746377056
"615","59.1",7.21913000383375
"616","59.1",6.28855207994569
"617","59.1",6.93470805086025
"618","59.1",5.90460154986536
"619","59.1",6.30930577708474
"620","59.1",6.41070628609691
"621","59.1",6.53693410754441
"622","59.1",6.1734963926897
"623","59.1",5.69010605539373
"624","59.1",5.39302348275049
"625","59.1",6.7226556269401
"626","59.1",7.41192271711697
"627","59.1",6.45320907222425
"628","59.1",6.3580851974837
"629","59.1",6.62741749163623
"630","59.1",6.04507975315168
"631","59.1",5.85092591500766
"632","59.1",6.94864487194588
"633","59.1",6.74832582706313
"634","59.1",6.28155510619174
"635","59.1",6.73962505318414
"636","59.1",6.49527022793667
"637","59.1",7.50321496358669
"638","59.1",6.96086556885705
"639","59.1",7.14405413957582
"640","59.1",6.98677958182383
"641","59.1",6.93741123572425
"642","59.1",6.14504973332839
"643","59.1",6.00358497484978
"644","59.1",6.79320669792287
"645","59.1",7.1605568017238
"646","59.1",7.16619023340733
"647","59.1",6.87936743811613
"648","59.1",6.78634179936097
"649","59.1",6.43496485549964
"650","59.1",6.86972420759546
"651","59.1",7.42933270734924
"652","59.1",6.62139448383947
"653","59.1",6.0041502210492
"654","59.1",5.80670759294394
"655","59.1",6.8199223461621
"656","59.1",7.13580727562898
"657","59.1",5.25843035649046
"658","59.1",6.66859861128868
"659","59.1",6.77733329908531
"660","59.1",6.20955019849029
"661","59.1",7.2800265440297
"662","59.1",6.76710557163667
"663","59.1",7.04660470078978
"664","59.1",6.81473411511634
"665","59.1",6.251313169028
"666","59.1",7.10181041572158
"667","59.1",6.26473180529948
"668","59.1",6.41737522480013
"669","59.1",7.01640049514173
"670","59.1",6.32730660612338
"671","59.1",6.07819703479747
"672","59.1",5.96048215866587
"673","59.1",6.78503409114332
"674","59.1",6.62971942047539
"675","59.1",6.52992549817806
"676","59.1",5.6667814461334
"677","59.1",5.92777794678727
"678","59.1",6.00092692693422
"679","59.1",6.58703494192697
"680","59.1",6.27625979633303
"681","59.1",6.56870868256626
"682","59.1",6.85002940738125
"683","59.1",7.18711971962784
"684","59.1",6.04807223246352
"685","59.1",7.44883951251335
"686","59.1",6.51973178502288
"687","59.1",6.47407238482362
"688","59.1",6.02177491008154
"689","59.1",6.35466767624796
"690","59.1",6.91649223845491
"691","59.1",5.87244002961532
"692","59.1",5.68249200202169
"693","59.1",6.14877472814109
"694","59.1",7.36988031226429
"695","59.1",5.80348119464561
"696","59.1",6.5593964727397
"697","59.1",6.32348950646669
"698","59.1",6.19580622952503
"699","59.1",6.5878439326967
"700","59.1",6.67589055393065
"701","67.5",5.75719006140029
"702","67.5",6.3299994524327
"703","67.5",5.78088412157769
"704","67.5",5.3327605582169
"705","67.5",5.40209022284608
"706","67.5",5.96130988542048
"707","67.5",5.30129825751481
"708","67.5",6.03702411146333
"709","67.5",5.70243720974819
"710","67.5",5.40679090458778
"711","67.5",5.15282543707234
"712","67.5",6.64450124172785
"713","67.5",5.61789178296122
"714","67.5",5.35976399777968
"715","67.5",6.52813868931481
"716","67.5",5.63118660001911
"717","67.5",6.0550186756262
"718","67.5",5.19613188027829
"719","67.5",5.40320861551453
"720","67.5",5.3347481668637
"721","67.5",5.93656287421103
"722","67.5",5.21711405519776
"723","67.5",5.03101699079018
"724","67.5",4.7807690279363
"725","67.5",5.89990203465199
"726","67.5",6.7631711490748
"727","67.5",5.70401015641302
"728","67.5",5.5036082031114
"729","67.5",5.81488316123983
"730","67.5",5.55939902723556
"731","67.5",5.2594428939855
"732","67.5",6.03824427555404
"733","67.5",5.74440702009048
"734","67.5",5.57017519635415
"735","67.5",6.01039259806791
"736","67.5",5.70381597446787
"737","67.5",6.6913590253536
"738","67.5",6.39951170449095
"739","67.5",6.3664079886565
"740","67.5",5.96240351994049
"741","67.5",6.060999359659
"742","67.5",5.68401131678596
"743","67.5",5.45486157337077
"744","67.5",6.04229971720496
"745","67.5",6.1547262625248
"746","67.5",6.50601355953777
"747","67.5",5.72176507594276
"748","67.5",5.80299312412464
"749","67.5",5.51533845089026
"750","67.5",5.95149293093358
"751","67.5",6.87737950202763
"752","67.5",5.77132515677084
"753","67.5",5.2899350181369
"754","67.5",5.05330710037741
"755","67.5",6.31954368736669
"756","67.5",6.47042944200995
"757","67.5",4.78986870521652
"758","67.5",6.0838966168525
"759","67.5",5.84377495884709
"760","67.5",5.39739342300347
"761","67.5",6.41895552916593
"762","67.5",6.29433039393831
"763","67.5",6.85821529022947
"764","67.5",6.23472445488825
"765","67.5",5.70144521478943
"766","67.5",6.40055180895504
"767","67.5",5.18040298823289
"768","67.5",5.44302690485876
"769","67.5",5.94755663136901
"770","67.5",5.41090942714133
"771","67.5",5.40140790358041
"772","67.5",5.43132111709855
"773","67.5",5.96230472660954
"774","67.5",5.679640219576
"775","67.5",5.73927648840182
"776","67.5",5.00127213435725
"777","67.5",5.06990027220974
"778","67.5",5.41369570300658
"779","67.5",5.63533288791186
"780","67.5",5.57233267333259
"781","67.5",5.88732324563311
"782","67.5",6.35060529700097
"783","67.5",6.5422595841204
"784","67.5",5.18519443826118
"785","67.5",6.46612524933268
"786","67.5",5.90335692274153
"787","67.5",5.62974269643449
"788","67.5",5.38533132540791
"789","67.5",5.54055234844489
"790","67.5",6.33392931726589
"791","67.5",5.34493937056307
"792","67.5",4.99506092142963
"793","67.5",5.24603864057288
"794","67.5",6.77122408617876
"795","67.5",5.05656631584718
"796","67.5",5.76267983389585
"797","67.5",5.52126341988265
"798","67.5",5.65665925507702
"799","67.5",5.96006441634783
"800","67.5",5.66373429727145
"801","76",4.95737626085194
"802","76",4.83022453079841
"803","76",4.63669828721273
"804","76",4.64259194325109
"805","76",4.58154297155669
"806","76",4.78674219955921
"807","76",4.37095445208544
"808","76",4.95532066765588
"809","76",4.82029786639821
"810","76",4.18570913096289
"811","76",4.09323030860525
"812","76",5.53294864993777
"813","76",4.66858086072992
"814","76",4.49273003778387
"815","76",5.24439024830699
"816","76",4.32949749206378
"817","76",5.13114147971987
"818","76",3.88885473600604
"819","76",4.27825682647129
"820","76",4.42603106909502
"821","76",4.68585705072578
"822","76",4.12909951609492
"823","76",3.97743047837122
"824","76",3.69151873008968
"825","76",4.75367110080909
"826","76",5.93821918071905
"827","76",4.69727541947502
"828","76",4.4808205691081
"829","76",4.84461885816929
"830","76",4.562095697162
"831","76",4.15030536104748
"832","76",5.04375180493983
"833","76",4.94385502226282
"834","76",4.4408869962671
"835","76",4.98748785266113
"836","76",4.72754901380511
"837","76",5.50765926304636
"838","76",5.11980841855
"839","76",5.41313365515409
"840","76",5.0751687963859
"841","76",4.99138707407749
"842","76",4.57469075128025
"843","76",4.08463703133304
"844","76",5.1722994560555
"845","76",5.16762252895803
"846","76",5.24541981086226
"847","76",4.92275984297838
"848","76",4.7203480493076
"849","76",4.43980020796273
"850","76",4.96654114094449
"851","76",6.02233580601876
"852","76",4.67642647722048
"853","76",4.06483683715422
"854","76",4.05757033987268
"855","76",5.14864247341364
"856","76",5.40322881111014
"857","76",3.42883024228676
"858","76",4.81103457618802
"859","76",4.82286083607467
"860","76",4.64219049780745
"861","76",5.38944457391137
"862","76",5.00712969177851
"863","76",5.60838791826778
"864","76",4.95121355058638
"865","76",4.50697949971591
"866","76",5.41803505325054
"867","76",4.41799968164664
"868","76",4.60361053346403
"869","76",5.08886408168949
"870","76",4.62503020327543
"871","76",4.11933587734052
"872","76",4.13072356060165
"873","76",4.71008412825366
"874","76",4.56038804568512
"875","76",4.83762273613679
"876","76",3.98517465429024
"877","76",4.09739339359879
"878","76",4.34167465108031
"879","76",4.94363730471864
"880","76",4.52897698568599
"881","76",4.58722360627238
"882","76",5.25263336557266
"883","76",5.71783793111408
"884","76",4.250866877158
"885","76",5.59962313207614
"886","76",4.76258029067662
"887","76",4.6544316828918
"888","76",4.50098621895337
"889","76",4.66182666753109
"890","76",5.02199205319144
"891","76",4.2310727621923
"892","76",3.7409782478787
"893","76",4.23033541204432
"894","76",5.75428068651384
"895","76",3.92082748181139
"896","76",4.57480165639433
"897","76",4.4041379140847
"898","76",4.32603641896029
"899","76",4.71168776715765
"900","76",4.80226079678695
"901","84.4",3.61120409307188
"902","84.4",3.76882159217697
"903","84.4",2.92739871468747
"904","84.4",3.0330345049254
"905","84.4",2.98702840236176
"906","84.4",3.50172971227274
"907","84.4",3.1664578315491
"908","84.4",3.66500410400474
"909","84.4",3.39878626730805
"910","84.4",3.00423670402605
"911","84.4",2.75042430326285
"912","84.4",4.1860923621437
"913","84.4",3.23005319068985
"914","84.4",3.05162960611318
"915","84.4",3.89688937221369
"916","84.4",3.06951431091721
"917","84.4",3.796588855524
"918","84.4",2.92909948193595
"919","84.4",3.19912659449676
"920","84.4",3.03218750017106
"921","84.4",3.25840036831705
"922","84.4",2.83978352807228
"923","84.4",2.59631909528302
"924","84.4",2.37716805348981
"925","84.4",3.38652805557343
"926","84.4",4.53709407592845
"927","84.4",3.52954896237614
"928","84.4",3.13940114733582
"929","84.4",3.50946768999594
"930","84.4",3.04500474347417
"931","84.4",2.87626562747226
"932","84.4",3.67111681709697
"933","84.4",3.33344647089333
"934","84.4",3.00610418978442
"935","84.4",3.56289968666371
"936","84.4",3.2940960603805
"937","84.4",4.22473505786212
"938","84.4",3.94086851096173
"939","84.4",4.04591216355581
"940","84.4",3.86241159608983
"941","84.4",3.6235690188659
"942","84.4",2.82917585725387
"943","84.4",2.73573832284596
"944","84.4",3.81915572035618
"945","84.4",3.88431232533264
"946","84.4",4.0290554882853
