Force_Target_N,Force_Actual_N,Aspect_Ratio_a_b,muscle_b_cm,muscle_a_cm,Volume_cm3,Am,Rho,Initial_Length_cm,Final_Length_cm,Elongation_cm,Strain,Completed_Date
6,7.035794,7.9533,29.876603,3.756504,421.6,550,10.493,29.876603,31.367433629232725,1.490830629232725,.049899,Mo 9. Feb 15:54:32 CET 2026
0,0,6.8800,27.124289,3.942484,421.6,550,10.493,27.124289,27.124288999999987,-.000000000000013,0,Mo 9. Feb 15:54:33 CET 2026
15,19.374270,6.8800,27.124289,3.942484,421.6,550,10.493,27.124289,31.11066158274576,3.98637258274576,.146966,Mo 9. Feb 15:54:33 CET 2026
30,38.748540,6.8800,27.124289,3.942484,421.6,550,10.493,27.124289,38.172692191003264,11.048403191003264,.407325,Mo 9. Feb 15:54:40 CET 2026
15,17.589487,7.9533,29.876603,3.756504,421.6,550,10.493,29.876603,34.26747458438478,4.39087158438478,.146966,Mo 9. Feb 15:54:40 CET 2026
9,10.553692,7.9533,29.876603,3.756504,421.6,550,10.493,29.876603,32.23059693887276,2.35399393887276,.078790,Mo 9. Feb 15:54:42 CET 2026
0,0,7.9533,29.876603,3.756504,421.6,550,10.493,29.876603,29.87660300000001,.00000000000001,0,Mo 9. Feb 15:54:48 CET 2026
21,22.632201,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,40.09854367717728,7.59088767717728,.233510,Mo 9. Feb 16:17:26 CET 2026
33,38.696871,7.9533,29.876603,3.756504,421.6,550,10.493,29.876603,44.03471809034016,14.15811509034016,.473886,Mo 9. Feb 16:17:30 CET 2026
45,52.768461,7.9533,29.876603,3.756504,421.6,550,10.493,29.876603,50.99119668140377,21.11459368140377,.706726,Mo 9. Feb 16:17:32 CET 2026
30,35.178974,7.9533,29.876603,3.756504,421.6,550,10.493,29.876603,42.046092711250765,12.169489711250765,.407325,Mo 9. Feb 16:17:35 CET 2026
27,31.661076,7.9533,29.876603,3.756504,421.6,550,10.493,29.876603,40.14524400780695,10.26864100780695,.343701,Mo 9. Feb 16:17:39 CET 2026
42,49.250563,7.9533,29.876603,3.756504,421.6,550,10.493,29.876603,49.51079133848074,19.63418833848074,.657176,Mo 9. Feb 16:17:42 CET 2026
9,9.699514,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,35.06895200224737,2.56129600224737,.078790,Mo 9. Feb 16:17:45 CET 2026
18,19.399029,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,38.604977823206916,6.097321823206916,.187565,Mo 9. Feb 16:17:46 CET 2026
15,16.165858,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,37.28520536634293,4.77754936634293,.146966,Mo 9. Feb 16:17:49 CET 2026
12,12.932686,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,36.114212024920626,3.606556024920626,.110944,Mo 9. Feb 16:17:52 CET 2026
0,0,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,32.507656,0,0,Mo 9. Feb 16:17:53 CET 2026
36,42.214769,7.9533,29.876603,3.756504,421.6,550,10.493,29.876603,46.00108271606724,16.12447971606724,.539702,Mo 9. Feb 16:17:56 CET 2026
39,45.732666,7.9533,29.876603,3.756504,421.6,550,10.493,29.876603,47.84448168928959,17.96787868928959,.601403,Mo 9. Feb 16:17:56 CET 2026
24,28.143179,7.9533,29.876603,3.756504,421.6,550,10.493,29.876603,38.405803009296264,8.529200009296264,.285480,Mo 9. Feb 16:17:59 CET 2026
30,32.331716,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,45.74883818928175,13.24118218928175,.407325,Mo 9. Feb 16:18:00 CET 2026
3,3.233171,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,33.28043769079413,.77278169079413,.023772,Mo 9. Feb 16:18:03 CET 2026
24,25.865372,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,41.78797073681805,9.28031473681805,.285480,Mo 9. Feb 16:18:03 CET 2026
27,29.098544,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,43.68059539770313,11.17293939770313,.343701,Mo 9. Feb 16:18:06 CET 2026
6,6.466343,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,34.12977477018537,1.62211877018537,.049899,Mo 9. Feb 16:18:07 CET 2026
36,38.798059,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,50.05211581142663,17.54445981142663,.539702,Mo 9. Feb 16:18:09 CET 2026
42,45.264402,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,53.87090824474399,21.36325224474399,.657176,Mo 9. Feb 16:18:17 CET 2026
33,35.564887,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,47.912589518207625,15.404933518207625,.473886,Mo 9. Feb 16:18:23 CET 2026
39,42.031231,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,52.05785837930661,19.55020237930661,.601403,Mo 9. Feb 16:18:25 CET 2026
45,48.497574,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,55.48166832328974,22.97401232328974,.706726,Mo 9. Feb 16:18:36 CET 2026
3,2.999854,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.868824829254464,.832884829254464,.023772,Mo 9. Feb 17:01:55 CET 2026
6,8.164529,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,29.230016522355733,1.389243522355733,.049899,Mo 9. Feb 17:02:00 CET 2026
30,29.998549,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,49.3069532406668,14.2710132406668,.407324,Mo 9. Feb 17:02:06 CET 2026
21,20.998984,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,43.21720906255312,8.18126906255312,.233510,Mo 9. Feb 17:02:07 CET 2026
39,38.998113,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,56.1066576377625,21.0707176377625,.601402,Mo 9. Feb 17:02:08 CET 2026
6,5.999709,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,36.78421926230515,1.74827926230515,.049899,Mo 9. Feb 17:02:12 CET 2026
24,23.998839,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,45.03803109692035,10.00209109692035,.285480,Mo 9. Feb 17:02:12 CET 2026
3,4.082264,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,28.502612359153442,.661839359153442,.023772,Mo 9. Feb 17:02:15 CET 2026
12,11.999419,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,38.92299276690591,3.88705276690591,.110944,Mo 9. Feb 17:02:16 CET 2026
0,0,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.03593999999999,-.00000000000001,0,Mo 9. Feb 17:02:20 CET 2026
9,8.999564,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,37.796440219827446,2.760500219827446,.078790,Mo 9. Feb 17:02:21 CET 2026
15,14.999274,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,40.18506280731912,5.14912280731912,.146966,Mo 9. Feb 17:02:24 CET 2026
42,41.997968,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,58.060716476220534,23.024776476220534,.657175,Mo 9. Feb 17:02:25 CET 2026
33,32.998404,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,51.63899211650784,16.60305211650784,.473886,Mo 9. Feb 17:02:25 CET 2026
36,35.998258,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,53.944913875585996,18.908973875585996,.539702,Mo 9. Feb 17:02:25 CET 2026
18,17.999129,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,41.60748034570246,6.57154034570246,.187565,Mo 9. Feb 17:02:26 CET 2026
27,26.998694,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,47.07785415093353,12.04191415093353,.343701,Mo 9. Feb 17:02:28 CET 2026
18,24.493587,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,33.062746954139335,5.221973954139335,.187565,Mo 9. Feb 17:02:29 CET 2026
45,44.997823,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,59.79676256569872,24.76082256569872,.706726,Mo 9. Feb 17:02:31 CET 2026
0,0,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,27.84077300000001,.00000000000001,0,Mo 9. Feb 17:02:32 CET 2026
21,28.575852,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,34.341893093684675,6.501120093684675,.233510,Mo 9. Feb 17:02:34 CET 2026
9,12.246793,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,30.034362065109686,2.193589065109686,.078790,Mo 9. Feb 17:02:36 CET 2026
15,20.411323,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,31.93244476920432,4.09167176920432,.146966,Mo 9. Feb 17:02:40 CET 2026
12,16.329058,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,30.929562054989606,3.088789054989606,.110944,Mo 9. Feb 17:02:47 CET 2026
42,57.151704,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,46.13705626835463,18.29628326835463,.657175,Mo 9. Feb 17:25:14 CET 2026
24,32.658117,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,35.78878291191828,7.94800991191828,.285480,Mo 9. Feb 17:25:14 CET 2026
45,61.233969,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,47.516581935702085,19.675808935702085,.706726,Mo 9. Feb 17:25:19 CET 2026
27,36.740381,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,37.40969772056044,9.56892472056044,.343701,Mo 9. Feb 17:25:30 CET 2026
33,44.904910,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,41.034133908021175,13.193360908021175,.473886,Mo 9. Feb 17:25:31 CET 2026
39,53.069440,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,44.5842972674574,16.7435242674574,.601402,Mo 9. Feb 17:25:31 CET 2026
30,40.822646,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,39.18102434709837,11.34025134709837,.407325,Mo 9. Feb 17:25:36 CET 2026
9,11.118607,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,33.081967749832344,2.416174749832344,.078790,Mo 9. Feb 17:25:50 CET 2026
36,48.987175,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,42.86650445598298,15.02573145598298,.539702,Mo 9. Feb 17:25:54 CET 2026
0,0,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,30.665793000000004,.000000000000004,0,Mo 9. Feb 17:25:55 CET 2026
12,14.824809,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,34.068003787453165,3.402210787453165,.110944,Mo 9. Feb 17:25:56 CET 2026
18,22.237214,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,36.41764511860679,5.75185211860679,.187565,Mo 9. Feb 17:26:01 CET 2026
24,29.649619,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,39.420291184111036,8.754498184111036,.285480,Mo 9. Feb 17:26:07 CET 2026
27,33.355822,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,41.20568097874563,10.53988797874563,.343701,Mo 9. Feb 17:26:18 CET 2026
3,3.706202,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,31.39478966112357,.72899666112357,.023772,Mo 9. Feb 17:26:19 CET 2026
36,44.474429,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,47.2161951238493,16.5504021238493,.539702,Mo 9. Feb 17:26:20 CET 2026
30,37.062024,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,43.156738057273905,12.490945057273905,.407325,Mo 9. Feb 17:26:21 CET 2026
21,25.943417,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,37.82658585409283,7.16079285409283,.233510,Mo 9. Feb 17:26:22 CET 2026
6,7.412404,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,32.196003884967986,1.530210884967986,.049899,Mo 9. Feb 17:26:23 CET 2026
33,40.768227,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,45.197894312170384,14.532101312170384,.473886,Mo 9. Feb 17:26:28 CET 2026
42,51.886834,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,50.81861859273231,20.15282559273231,.657176,Mo 9. Feb 17:26:31 CET 2026
15,18.531012,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,35.172649289173144,4.506856289173144,.146966,Mo 9. Feb 17:26:33 CET 2026
39,48.180632,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,49.108293461921406,18.442500461921406,.601403,Mo 9. Feb 17:26:34 CET 2026
45,55.593037,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,52.338118950731456,21.672325950731456,.706726,Mo 9. Feb 17:27:06 CET 2026
3,3.406236,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,34.15954302087629,.79319502087629,.023772,Mo 9. Feb 17:48:48 CET 2026
0,0,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,33.36634800000001,.00000000000001,0,Mo 9. Feb 17:48:48 CET 2026
12,13.624945,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,37.068171328354346,3.701823328354346,.110944,Mo 9. Feb 17:49:00 CET 2026
18,20.437418,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,39.62473041671534,6.25838241671534,.187565,Mo 9. Feb 17:49:11 CET 2026
6,6.812472,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,35.03131538984805,1.66496738984805,.049899,Mo 9. Feb 17:49:11 CET 2026
9,10.218709,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,35.99530094105586,2.62895294105586,.078790,Mo 9. Feb 17:49:18 CET 2026
15,17.031182,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,38.27009636362379,4.90374836362379,.146966,Mo 9. Feb 17:49:20 CET 2026
27,30.656128,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,44.834423739307724,11.468075739307724,.343701,Mo 9. Feb 17:49:26 CET 2026
24,27.249891,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,42.89180407252135,9.52545607252135,.285480,Mo 9. Feb 17:49:26 CET 2026
21,23.843655,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,41.157750505853016,7.791402505853016,.233510,Mo 9. Feb 17:49:30 CET 2026
33,37.468601,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,49.17820434034657,15.81185634034657,.473886,Mo 9. Feb 17:49:33 CET 2026
30,34.062364,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,46.957296692686214,13.590948692686214,.407325,Mo 9. Feb 17:49:34 CET 2026
6,6.320857,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,37.75586287098555,1.79445987098555,.049899,Mo 9. Feb 17:49:38 CET 2026
36,40.874837,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,51.37423814268611,18.00789014268611,.539702,Mo 9. Feb 17:49:50 CET 2026
3,3.160428,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.81628843500835,.85488543500835,.023772,Mo 9. Feb 17:49:58 CET 2026
39,44.281073,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,53.43296972593808,20.06662172593808,.601402,Mo 9. Feb 17:50:00 CET 2026
12,12.641714,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,39.95113429216176,3.98973129216176,.110944,Mo 9. Feb 17:50:01 CET 2026
42,47.687310,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,55.29390550006922,21.92755750006922,.657175,Mo 9. Feb 17:50:01 CET 2026
45,51.093546,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,56.947225934052106,23.580877934052106,.706726,Mo 9. Feb 17:50:02 CET 2026
9,9.481285,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,38.794821621491636,2.833418621491636,.078790,Mo 9. Feb 17:50:04 CET 2026
15,15.802142,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,41.246538232512,5.285135232512,.146966,Mo 9. Feb 17:50:10 CET 2026
18,18.962571,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,42.70652883917186,6.74512583917186,.187565,Mo 9. Feb 17:50:15 CET 2026
0,0,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,35.96140300000001,.00000000000001,0,Mo 9. Feb 17:50:16 CET 2026
21,22.122999,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,44.358779166049715,8.397376166049715,.233510,Mo 9. Feb 17:50:20 CET 2026
24,25.283428,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,46.227696714685436,10.266293714685436,.285480,Mo 9. Feb 18:12:15 CET 2026
27,28.443856,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,48.32140935048194,12.36000635048194,.343702,Mo 9. Feb 18:12:24 CET 2026
30,31.604285,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,50.609385505703685,14.647982505703685,.407325,Mo 9. Feb 18:12:28 CET 2026
33,34.764713,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,53.00301954088431,17.04161654088431,.473886,Mo 9. Feb 18:12:35 CET 2026
42,44.245999,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,59.594376243111135,23.632973243111135,.657176,Mo 9. Feb 18:12:42 CET 2026
45,47.406427,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,61.37627551775989,25.41487251775989,.706726,Mo 9. Feb 18:12:44 CET 2026
36,37.925142,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,55.36984693805769,19.40844393805769,.539702,Mo 9. Feb 18:12:44 CET 2026
39,41.085570,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,57.58869709162902,21.62729409162902,.601402,Mo 9. Feb 18:12:50 CET 2026
3,4.757116,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.768473443376315,.714453443376315,.023772,Mo 9. Feb 18:13:06 CET 2026
0,0,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.054020000000005,.000000000000005,0,Mo 9. Feb 18:13:13 CET 2026
9,14.271348,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,32.421992381197505,2.367972381197505,.078790,Mo 9. Feb 18:13:18 CET 2026
12,19.028464,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,33.38835728213983,3.33433728213983,.110944,Mo 9. Feb 18:13:21 CET 2026
6,9.514232,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,31.553704070063066,1.499684070063066,.049899,Mo 9. Feb 18:13:29 CET 2026
18,28.542696,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,35.69112326763926,5.63710326763926,.187565,Mo 9. Feb 18:13:32 CET 2026
27,42.814045,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,40.383640783133565,10.329620783133565,.343701,Mo 9. Feb 18:13:38 CET 2026
30,47.571161,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,42.29577394254193,12.24175394254193,.407325,Mo 9. Feb 18:13:40 CET 2026
42,66.599625,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,49.80480158286098,19.75078158286098,.657176,Mo 9. Feb 18:13:45 CET 2026
36,57.085393,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,46.27424670560276,16.22022670560276,.539702,Mo 9. Feb 18:13:49 CET 2026
15,23.785580,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,34.470965894973006,4.416945894973006,.146966,Mo 9. Feb 18:13:54 CET 2026
39,61.842509,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,48.12859805282288,18.07457805282288,.601403,Mo 9. Feb 18:13:55 CET 2026
33,52.328277,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,44.29620921786165,14.24218921786165,.473886,Mo 9. Feb 18:13:56 CET 2026
21,33.299812,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,37.0719576362873,7.0179376362873,.233510,Mo 9. Feb 18:13:57 CET 2026
24,38.056929,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,38.63387013956915,8.57985013956915,.285480,Mo 9. Feb 18:14:05 CET 2026
45,71.356742,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,51.293989014486314,21.239969014486314,.706726,Mo 9. Feb 18:14:13 CET 2026
0,0,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.10359100000002,.00000000000002,0,Mo 9. Feb 18:36:07 CET 2026
18,25.913268,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,39.31268924631886,6.20909824631886,.187565,Mo 9. Feb 18:36:11 CET 2026
12,17.275512,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,36.77626295204233,3.67267195204233,.110944,Mo 9. Feb 18:36:12 CET 2026
3,4.318878,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.89053953605778,.78694853605778,.023772,Mo 9. Feb 18:36:13 CET 2026
6,8.637756,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,34.75544722379773,1.65185622379773,.049899,Mo 9. Feb 18:36:19 CET 2026
9,12.956634,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,35.711839845335696,2.608248845335696,.078790,Mo 9. Feb 18:36:26 CET 2026
15,21.594390,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,37.968722842663425,4.865131842663425,.146966,Mo 9. Feb 18:36:39 CET 2026
21,30.232146,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,40.83363625750971,7.73004525750971,.233510,Mo 9. Feb 18:36:44 CET 2026
24,34.551024,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,42.55403537640697,9.45044437640697,.285480,Mo 9. Feb 18:36:55 CET 2026
30,43.188780,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,46.58751370713539,13.48392270713539,.407325,Mo 9. Feb 18:36:58 CET 2026
39,56.145414,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,53.012186642074255,19.908595642074255,.601402,Mo 9. Feb 18:36:59 CET 2026
33,47.507658,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,48.790929640343414,15.687338640343414,.473886,Mo 9. Feb 18:37:01 CET 2026
36,51.826536,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,50.96967806485143,17.86608706485143,.539702,Mo 9. Feb 18:37:09 CET 2026
27,38.869902,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,44.481354069651545,11.377763069651545,.343701,Mo 9. Feb 18:37:13 CET 2026
6,7.938663,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,37.816187612329266,1.797326612329266,.049899,Mo 9. Feb 18:37:14 CET 2026
0,0,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.01886100000001,.00000000000001,0,Mo 9. Feb 18:37:26 CET 2026
45,64.783170,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,56.498772748909396,23.395181748909396,.706726,Mo 9. Feb 18:37:30 CET 2026
9,11.907995,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,38.85680558448914,2.83794458448914,.078790,Mo 9. Feb 18:37:33 CET 2026
42,60.464292,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,54.85847836926001,21.75488736926001,.657176,Mo 9. Feb 18:37:34 CET 2026
18,23.815990,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,42.774763760163566,6.755902760163566,.187565,Mo 9. Feb 18:37:36 CET 2026
12,15.877327,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,40.01496469254964,3.99610369254964,.110944,Mo 9. Feb 18:37:36 CET 2026
3,3.969331,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.875112234321406,.856251234321406,.023772,Mo 9. Feb 18:37:45 CET 2026
15,19.846658,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,41.31244064616667,5.29357964616667,.146966,Mo 9. Feb 18:37:46 CET 2026
21,27.785322,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,44.42965275296954,8.41079175296954,.233510,Mo 9. Feb 18:37:51 CET 2026
33,43.662649,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,53.08770595028026,17.06884495028026,.473886,Mo 9. Feb 18:59:29 CET 2026
24,31.754654,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,46.30155894140157,10.28269794140157,.285480,Mo 9. Feb 18:59:38 CET 2026
27,35.723985,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,48.39860648342197,12.37974548342197,.343701,Mo 9. Feb 18:59:41 CET 2026
36,47.631981,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,55.4583260686534,19.4394650686534,.539702,Mo 9. Feb 18:59:48 CET 2026
39,51.601312,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,57.68071127581704,21.66185027581704,.601402,Mo 9. Feb 18:59:51 CET 2026
30,39.693317,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,50.6902418324932,14.6713808324932,.407324,Mo 9. Feb 18:59:55 CET 2026
45,59.539976,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,61.474341540986245,25.455480540986245,.706726,Mo 9. Feb 19:00:08 CET 2026
