Force_Target_N,Force_Actual_N,Aspect_Ratio_a_b,muscle_b_cm,muscle_a_cm,Volume_cm3,Am,Rho,Initial_Length_cm,Final_Length_cm,Elongation_cm,Strain,Completed_Date
36,2.295566,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,33.04897537037898,.54131937037898,.016652,So 8. Feb 23:07:08 CET 2026
42,2.678160,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,33.14266749167577,.63501149167577,.019534,So 8. Feb 23:07:11 CET 2026
3,.177492,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.083144345301385,.047204345301385,.001347,So 8. Feb 23:07:12 CET 2026
45,2.869457,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,33.18990271781482,.68224671781482,.020987,So 8. Feb 23:07:12 CET 2026
6,.354985,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.13059841778905,.09465841778905,.002701,So 8. Feb 23:07:22 CET 2026
39,2.486863,9.0267,32.507656,3.601278,421.6,550,10.493,32.507656,33.095692472903515,.588036472903515,.018089,So 8. Feb 23:07:22 CET 2026
12,.709970,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.22626337425374,.19032337425374,.005432,So 8. Feb 23:07:39 CET 2026
9,.532477,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.17830395323753,.14236395323753,.004063,So 8. Feb 23:07:40 CET 2026
15,.887462,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.27447921660677,.23853921660677,.006808,So 8. Feb 23:07:47 CET 2026
24,1.419940,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.42068710066062,.38474710066062,.010981,So 8. Feb 23:24:14 CET 2026
0,0,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,27.84077300000001,.00000000000001,0,So 8. Feb 23:24:16 CET 2026
18,1.064955,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.32295330751319,.28701330751319,.008191,So 8. Feb 23:24:19 CET 2026
21,1.242447,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.37168837734286,.33574837734286,.009582,So 8. Feb 23:24:28 CET 2026
3,.241535,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,27.878283316364186,.037510316364186,.001347,So 8. Feb 23:24:34 CET 2026
33,1.952417,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.569285128299825,.533345128299825,.015222,So 8. Feb 23:24:43 CET 2026
12,.966142,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,27.99201088795025,.15123788795025,.005432,So 8. Feb 23:24:45 CET 2026
30,1.774925,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.519482895444405,.483542895444405,.013801,So 8. Feb 23:24:48 CET 2026
39,2.307402,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.66971092301385,.63377092301385,.018089,So 8. Feb 23:24:53 CET 2026
45,2.662387,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.77124828351826,.73530828351826,.020987,So 8. Feb 23:24:54 CET 2026
18,1.449213,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,28.06884398516752,.22807098516752,.008191,So 8. Feb 23:24:57 CET 2026
36,2.129910,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.61936026270318,.58342026270318,.016652,So 8. Feb 23:24:59 CET 2026
9,.724606,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,27.953900152444454,.113127152444454,.004063,So 8. Feb 23:25:00 CET 2026
27,1.597432,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.46995082903745,.43401082903745,.012387,So 8. Feb 23:25:00 CET 2026
42,2.484895,10.1000,35.035940,3.468905,421.6,550,10.493,35.035940,35.720339585501826,.684399585501826,.019534,So 8. Feb 23:25:01 CET 2026
6,.483071,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,27.915991846882857,.075218846882857,.002701,So 8. Feb 23:25:04 CET 2026
21,1.690748,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,28.10757058574784,.26679758574784,.009582,So 8. Feb 23:25:15 CET 2026
15,1.207677,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,28.030324420605634,.189551420605634,.006808,So 8. Feb 23:25:26 CET 2026
27,2.173819,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,28.185653126923604,.344880126923604,.012387,So 8. Feb 23:41:26 CET 2026
33,2.656890,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,28.26458758986872,.42381458986872,.015222,So 8. Feb 23:41:56 CET 2026
24,1.932284,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,28.14650646291218,.30573346291218,.010981,So 8. Feb 23:42:00 CET 2026
36,2.898426,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,28.304379156243268,.463606156243268,.016652,So 8. Feb 23:42:01 CET 2026
30,2.415355,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,28.225012986665625,.384239986665625,.013801,So 8. Feb 23:42:03 CET 2026
39,3.139961,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,28.344389469210146,.503616469210146,.018089,So 8. Feb 23:42:08 CET 2026
45,3.623032,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,28.425074697726274,.584301697726274,.020987,So 8. Feb 23:42:24 CET 2026
3,.219285,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,30.707108810976152,.041315810976152,.001347,So 8. Feb 23:42:34 CET 2026
42,3.381497,6.8800,27.840773,4.046624,455.9,550,10.493,27.840773,28.384620672955045,.543847672955045,.019534,So 8. Feb 23:42:36 CET 2026
0,0,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,30.665793000000004,.000000000000004,0,So 8. Feb 23:42:41 CET 2026
9,.657855,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,30.790399336444228,.124606336444228,.004063,So 8. Feb 23:42:43 CET 2026
21,1.534995,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,30.959662725996438,.293869725996438,.009582,So 8. Feb 23:42:50 CET 2026
15,1.096425,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,30.874578420291254,.208785420291254,.006808,So 8. Feb 23:42:54 CET 2026
6,.438570,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,30.748644367932666,.082851367932666,.002701,So 8. Feb 23:42:59 CET 2026
12,.877140,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,30.832376935315096,.166583935315096,.005432,So 8. Feb 23:43:08 CET 2026
18,1.315710,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,30.91700642647004,.25121342647004,.008191,So 8. Feb 23:43:10 CET 2026
24,1.754280,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,31.00254940866258,.33675640866258,.010981,So 8. Feb 23:43:15 CET 2026
27,1.973565,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,31.045668401880217,.379875401880217,.012387,So 8. Feb 23:43:15 CET 2026
30,2.192850,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,31.089022128644157,.423229128644157,.013801,So 8. Feb 23:59:21 CET 2026
45,3.289275,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,31.309384250440043,.643591250440043,.020987,So 8. Feb 23:59:36 CET 2026
33,2.412135,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,31.13261225582537,.46681925582537,.015222,So 8. Feb 23:59:44 CET 2026
42,3.069990,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,31.26482509888404,.59903209888404,.019534,So 8. Feb 23:59:49 CET 2026
39,2.850705,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,31.22051184365815,.55471884365815,.018089,So 8. Feb 23:59:53 CET 2026
0,0,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,33.36634800000001,.00000000000001,0,So 8. Feb 23:59:56 CET 2026
36,2.631420,7.9533,30.665793,3.855732,455.9,550,10.493,30.665793,31.176441677733,.510648677733,.016652,Mo 9. Feb 00:00:07 CET 2026
9,.604610,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,33.50192779507087,.13557979507087,.004063,Mo 9. Feb 00:00:10 CET 2026
3,.201536,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,33.41130268148408,.04495468148408,.001347,Mo 9. Feb 00:00:13 CET 2026
6,.403073,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,33.45649506605138,.09014706605138,.002701,Mo 9. Feb 00:00:19 CET 2026
18,1.209221,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,33.63968447556639,.27333647556639,.008191,Mo 9. Feb 00:00:29 CET 2026
12,.806147,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,33.547602098189856,.181254098189856,.005432,Mo 9. Feb 00:00:29 CET 2026
15,1.007684,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,33.59351975585263,.22717175585263,.006808,Mo 9. Feb 00:00:35 CET 2026
21,1.410758,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,33.686096529244935,.319748529244935,.009582,Mo 9. Feb 00:00:47 CET 2026
27,1.813832,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,33.77967642588567,.41332842588567,.012387,Mo 9. Feb 00:00:53 CET 2026
33,2.216906,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,33.87427696636631,.50792896636631,.015222,Mo 9. Feb 00:00:57 CET 2026
24,1.612295,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,33.73276038181253,.36641238181253,.010981,Mo 9. Feb 00:01:00 CET 2026
30,2.015369,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,33.82684821673166,.46050021673166,.013801,Mo 9. Feb 00:01:23 CET 2026
36,2.418443,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,33.921966315596194,.555618315596194,.016652,Mo 9. Feb 00:17:08 CET 2026
39,2.619979,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,33.96991716766109,.60356916766109,.018089,Mo 9. Feb 00:17:20 CET 2026
42,2.821516,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,34.01813334602344,.65178534602344,.019534,Mo 9. Feb 00:17:24 CET 2026
0,0,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,35.96140300000001,.00000000000001,0,Mo 9. Feb 00:17:31 CET 2026
9,.560979,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.10752759588873,.14612459588873,.004063,Mo 9. Feb 00:17:44 CET 2026
3,.186993,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.00985449552936,.04845149552936,.001347,Mo 9. Feb 00:17:50 CET 2026
45,3.023053,9.0267,33.366348,3.696406,455.9,550,10.493,33.366348,34.06661597901295,.70026797901295,.020987,Mo 9. Feb 00:17:54 CET 2026
15,.934965,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.20624295898934,.24483995898934,.006808,Mo 9. Feb 00:17:55 CET 2026
6,.373986,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.05856163663094,.09715863663094,.002701,Mo 9. Feb 00:17:57 CET 2026
18,1.121959,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.25599774320075,.29459474320075,.008191,Mo 9. Feb 00:18:10 CET 2026
24,1.495945,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.35631350001926,.39491050001926,.010981,Mo 9. Feb 00:18:10 CET 2026
21,1.308952,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.30602053710102,.34461753710102,.009582,Mo 9. Feb 00:18:10 CET 2026
12,.747972,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.156753587500155,.195350587500155,.005432,Mo 9. Feb 00:18:18 CET 2026
36,2.243918,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.560234282719335,.598831282719335,.016652,Mo 9. Feb 00:18:29 CET 2026
30,1.869931,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.45771841812162,.49631541812162,.013801,Mo 9. Feb 00:18:36 CET 2026
33,2.056925,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.50883599834961,.54743299834961,.015222,Mo 9. Feb 00:18:37 CET 2026
27,1.682938,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.4068781709374,.4454751709374,.012387,Mo 9. Feb 00:19:00 CET 2026
39,2.430911,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.61191485538727,.65051185538727,.018089,Mo 9. Feb 00:19:19 CET 2026
42,2.617904,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.66388098441135,.70247798441135,.019534,Mo 9. Feb 00:34:34 CET 2026
9,.844393,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.1761404610051,.1221204610051,.004063,Mo 9. Feb 00:35:11 CET 2026
45,2.804897,10.1000,35.961403,3.560535,455.9,550,10.493,35.961403,36.716134725280064,.754731725280064,.020987,Mo 9. Feb 00:35:19 CET 2026
0,0,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.054020000000005,.000000000000005,0,Mo 9. Feb 00:35:24 CET 2026
3,.281464,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.094512051530597,.040492051530597,.001347,Mo 9. Feb 00:35:27 CET 2026
6,.562928,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.135218247209473,.081198247209473,.002701,Mo 9. Feb 00:35:40 CET 2026
18,1.688786,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.30022181050607,.24620181050607,.008191,Mo 9. Feb 00:35:47 CET 2026
12,1.125857,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.217280470069422,.163260470069422,.005432,Mo 9. Feb 00:35:52 CET 2026
21,1.970251,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.342027157000583,.288007157000583,.009582,Mo 9. Feb 00:35:53 CET 2026
39,3.659038,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.597672374306807,.543652374306807,.018089,Mo 9. Feb 00:36:07 CET 2026
24,2.251715,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.384058129556493,.330038129556493,.010981,Mo 9. Feb 00:36:08 CET 2026
30,2.814644,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.468805731562615,.414785731562615,.013801,Mo 9. Feb 00:36:14 CET 2026
27,2.533180,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.426317064352865,.372297064352865,.012387,Mo 9. Feb 00:36:16 CET 2026
15,1.407322,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.25864033284001,.20462033284001,.006808,Mo 9. Feb 00:36:19 CET 2026
36,3.377573,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.554481230763898,.500461230763898,.016652,Mo 9. Feb 00:36:28 CET 2026
33,3.096109,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.511526447645334,.457506447645334,.015222,Mo 9. Feb 00:36:31 CET 2026
42,3.940502,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.64110172529919,.58708172529919,.019534,Mo 9. Feb 00:36:48 CET 2026
45,4.221966,6.8800,30.054020,4.368317,573.5,550,10.493,30.054020,30.684771765771316,.630751765771316,.020987,Mo 9. Feb 00:37:17 CET 2026
0,0,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.10359100000002,.00000000000002,0,Mo 9. Feb 00:52:19 CET 2026
3,.255535,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.14819196150493,.04460096150493,.001347,Mo 9. Feb 00:52:36 CET 2026
6,.511070,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.193028632846136,.089437632846136,.002701,Mo 9. Feb 00:53:03 CET 2026
9,.766605,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.23810306188398,.13451206188398,.004063,Mo 9. Feb 00:53:13 CET 2026
12,1.022140,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.28341744164942,.17982644164942,.005432,Mo 9. Feb 00:53:16 CET 2026
15,1.277676,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.32897411529091,.22538311529091,.006808,Mo 9. Feb 00:53:34 CET 2026
24,2.044281,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.46711790607776,.36352690607776,.010981,Mo 9. Feb 00:53:42 CET 2026
27,2.299816,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.51366479663589,.41007379663589,.012387,Mo 9. Feb 00:53:44 CET 2026
18,1.533211,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.3747748716788,.2711838716788,.008191,Mo 9. Feb 00:53:46 CET 2026
33,2.810887,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.607520457588485,.503929457588485,.015222,Mo 9. Feb 00:53:50 CET 2026
30,2.555352,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.560464913168,.456873913168,.013801,Mo 9. Feb 00:53:56 CET 2026
21,1.788746,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.42082210648589,.31723110648589,.009582,Mo 9. Feb 00:54:00 CET 2026
36,3.066422,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.654833879391184,.551242879391184,.016652,Mo 9. Feb 00:54:11 CET 2026
42,3.577493,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.750243791872755,.646652791872755,.019534,Mo 9. Feb 00:54:17 CET 2026
39,3.321957,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.702407463499924,.598816463499924,.018089,Mo 9. Feb 00:54:17 CET 2026
45,3.833028,7.9533,33.103591,4.162246,573.5,550,10.493,33.103591,33.79834498784846,.69475398784846,.020987,Mo 9. Feb 00:54:27 CET 2026
0,0,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.01886100000001,.00000000000001,0,Mo 9. Feb 00:54:50 CET 2026
3,.234853,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.067389769309564,.048528769309564,.001347,Mo 9. Feb 00:55:10 CET 2026
9,.704560,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.16521892208642,.14635792208642,.004063,Mo 9. Feb 01:10:10 CET 2026
6,.469707,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.11617473600505,.09731373600505,.002701,Mo 9. Feb 01:10:10 CET 2026
12,.939414,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.21452388452135,.19566288452135,.005432,Mo 9. Feb 01:10:54 CET 2026
15,1.174267,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.26409223939058,.24523123939058,.006808,Mo 9. Feb 01:10:55 CET 2026
18,1.409121,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.31392656947211,.29506556947211,.008191,Mo 9. Feb 01:11:02 CET 2026
24,1.878828,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.41440192731226,.39554092731226,.010981,Mo 9. Feb 01:11:17 CET 2026
36,2.818243,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.61864911021316,.59978811021316,.016652,Mo 9. Feb 01:11:24 CET 2026
21,1.643975,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.364029028359575,.345168028359575,.009582,Mo 9. Feb 01:11:30 CET 2026
30,2.348535,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.51596928226285,.49710828226285,.013801,Mo 9. Feb 01:11:37 CET 2026
0,0,10.1000,38.820218,3.843586,573.5,550,10.493,38.820218,38.82021799999998,-.00000000000002,0,Mo 9. Feb 01:11:53 CET 2026
33,2.583389,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.56716877083528,.54830777083528,.015222,Mo 9. Feb 01:11:54 CET 2026
27,2.113682,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.4650480339898,.4461870339898,.012387,Mo 9. Feb 01:11:55 CET 2026
45,3.522803,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.77479835923728,.75593735923728,.020987,Mo 9. Feb 01:12:04 CET 2026
39,3.053096,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.670411984836676,.651550984836676,.018089,Mo 9. Feb 01:12:07 CET 2026
42,3.287950,9.0267,36.018861,3.990258,573.5,550,10.493,36.018861,36.72246106945817,.70360006945817,.019534,Mo 9. Feb 01:12:09 CET 2026
6,.435811,10.1000,38.820218,3.843586,573.5,550,10.493,38.820218,38.925100652885156,.104882652885156,.002701,Mo 9. Feb 01:12:18 CET 2026
3,.217905,10.1000,38.820218,3.843586,573.5,550,10.493,38.820218,38.87252027909179,.05230227909179,.001347,Mo 9. Feb 01:12:18 CET 2026
9,.653716,10.1000,38.820218,3.843586,573.5,550,10.493,38.820218,38.977958899357965,.157740899357965,.004063,Mo 9. Feb 01:12:48 CET 2026
