  TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns
   890    3769       2       1      14       1       0
   891    3771       2       1      14       1       0
   892    3773       2       1      14       1       0
   893    3775       2       1      15       0       0
   894    3777       2       1      15       1       0
   895    3779       2       1      16       0       0
   896    3781       2       1      16       1       0
   897    3783       2       1      16       1       0
   898    3785       2       1      16       1       0
   899    3787       2       1      16       1       0
   900    3789       2       1      16       1       0
   901    3791       2       1      16       1       0
   902    3793       2       1      16       1       0
   903    3795       2       1      16       1       0
   904    3797       2       1      16       1       0
   905    3799       2       1      16       1       0
   906    3801       2       1      16       1       0
   907    3803       2       1      16       1       0
   908    3805       2       1      16       1       0
   909    3807       2       1      16       1       0
   910    3809       2       1      16       1       0
   911    3811       2       1      16       1       0
   912    3813       2       1      16       1       0
   913    3815       2       1      16       1       0
   914    3817       2       1      16       1       0
   915    3819       2       1      16       1       0
   916    3821       2       1      16       1       0
   917    3823       2       1      16       1       0
   918    3825       2       1      16       1       0
   919    3827       2       1      16       1       0
   920    3829       2       1      16       1       0
   921    3831       2       1      16       1       0
   922    3833       2       1      16       1       0
   923    3835       2       1      16       1       0
   924    3837       2       1      16       1       0
   925    3839       2       1      17       0       0
   926    3841       2       1      17       1       0
   927    3843       2       1      16       2       0
   928    3845       2       1      16       1       0
   929    3847       2       1      16       1       0
   930    3849       2       1      17       0       0
   931    3851       2       1      17       1       0
   932    3853       2       1      17       1       0
   933    3855       2       1      17       1       0
   934    3857       2       1      17       1       0
   935    3859       2       1      17       1       0
   936    3861       2       1      17       1       0
   937    3863       2       1      17       1       0
   938    3865       2       1      17       1       0
   939    3867       2       1      17       1       0
   940    3869       2       1      17       1       0
   941    3871       2       1      17       1       0
   942    3873       2       1      17       1       0
   943    3875       2       1      17       1       0
   944    3877       2       1      17       1       0
   945    3879       2       1      17       1       0
   946    3881       2       1      17       1       0
   947    3883       2       1      17       1       0
   948    3885       2       1      17       1       0
   949    3887       2       1      17       1       0
   950    3889       2       1      17       1       0
   951    3891       2       1      17       0       1
   952    3893       2       1      17       1       0
   953    3895       2       1      17       1       0
   954    3897       2       1      15       0       3
   955    3899       2       1      14       2       0
   956    3901       2       1      15       0       0
   957    3903       2       1      15       0       1
   958    3905       2       1      15       1       0
   959    3907       2       1      14       2       0
   960    3909       2       1      14       1       0
   961    3911       2       1      14       1       0
   962    3913       2       1      14       1       0
   963    3915       2       1      14       1       0
   964    3917       2       1      14       1       0
   965    3919       2       1      14       1       0
   966    3921       2       1      14       1       0
   967    3923       2       1      14       1       0
   968    3925       2       1      14       1       0
   969    3927       2       1      14       1       0
   970    3929       2       1      14       1       0
   971    3931       2       1      13       2       0
   972    3933       2       1      13       1       0
   973    3935       2       1      13       1       0
   974    3938       3       1      13       2       0
   975    3941       3       1      13       2       0
   976    3944       3       1      14       1       0
   977    3946       2       1      14       1       0
   978    3948       2       1      15       0       0
   979    3950       2       1      16       0       0
   980    3952       2       1      16       1       0
   981    3954       2       1      17       0       0
   982    3956       2       1      17       1       0
   983    3958       2       1      17       0       1
   984    3960       2       1      17       1       0
   985    3962       2       1      17       1       0
   986    3964       2       1      16       1       1
   987    3966       2       1      15       2       0
   988    3968       2       1      14       2       0
   989    3970       2       1      14       1       0
   990    3972       2       1      14       1       0
   991    3974       2       1      14       1       0
   992    3976       2       1      13       2       0
   993    3978       2       1      14       0       0
   994    3980       2       1      14       1       0
   995    3982       2       1      14       1       0
   996    3984       2       1      14       1       0
   997    3986       2       1      14       1       0
   998    3988       2       1      15       0       0
   999    3990       2       1      15       1       0
  1000    3992       2       1      15       1       0
  1001    3994       2       1      15       1       0
  1002    3996       2       1      15       1       0
  1003    3998       2       1      14       2       0
  1004    4000       2       1      15       0       0
  1005    4002       2       1      14       2       0
  1006    4004       2       1      14       1       0
  1007    4006       2       1      14       1       0
  1008    4008       2       1      14       1       0
  1009    4010       2       1      14       1       0
  1010    4012       2       1      14       1       0
  1011    4014       2       1      14       1       0
  1012    4016       2       1      13       2       0
  1013    4018       2       1      14       0       0
  1014    4020       2       1      14       1       0
  1015    4022       2       1      14       1       0
  1016    4024       2       1      14       1       0
  1017    4026       2       1      14       1       0
  1018    4028       2       1      14       1       0
  1019    4030       2       1      15       0       0
  1020    4032       2       1      15       1       0
  1021    4034       2       1      14       2       0
  1022    4036       2       1      13       2       0
  1023    4038       2       1      13       1       0
  1024    4040       2       1      13       1       0
  1025    4042       2       1      13       1       0
  1026    4044       2       1      12       2       0
  1027    4046       2       1      13       0       0
  1028    4048       2       1      13       1       0
  1029    4050       2       1      14       0       0
  1030    4052       2       1      15       0       0
  1031    4054       2       1      15       1       0
  1032    4056       2       1      15       1       0
  1033    4058       2       1      15       1       0
  1034    4060       2       1      16       0       0
  1035    4062       2       1      16       1       0
  1036    4064       2       1      16       1       0
  1037    4066       2       1      16       1       0
  1038    4068       2       1      16       1       0
  1039    4070       2       1      15       2       0
  1040    4072       2       1      15       1       0
  1041    4074       2       1      15       1       0
  1042    4076       2       1      15       1       0
  1043    4078       2       1      15       1       0
  1044    4080       2       1      15       1       0
  1045    4082       2       1      14       2       0
  1046    4084       2       1      14       1       0
  1047    4086       2       1      15       0       0
  1048    4088       2       1      15       1       0
  1049    4090       2       1      15       1       0
  1050    4092       2       1      16       0       0
  1051    4094       2       1      15       2       0
  1052    4096       2       1      15       1       0
  1053    4098       2       1      15       1       0
  1054    4100       2       1      15       1       0
  1055    4102       2       1      14       2       0
  1056    4104       2       1      14       1       0
  1057    4106       2       1      14       1       0
  1058    4108       2       1      14       1       0
  1059    4110       2       1      14       1       0
  1060    4112       2       1      14       1       0
  1061    4114       2       1      15       0       0
  1062    4116       2       1      15       1       0
  1063    4118       2       1      15       1       0
  1064    4120       2       1      16       0       0
  1065    4122       2       1      16       1       0
  1066    4124       2       1      15       2       0
  1067    4126       2       1      15       1       0
  1068    4128       2       1      15       1       0
  1069    4130       2       1      16       0       0
  1070    4132       2       1      16       1       0
  1071    4134       2       1      16       1       0
  1072    4136       2       1      15       2       0
  1073    4138       2       1      15       1       0
  1074    4140       2       1      15       1       0
  1075    4142       2       1      15       1       0
  1076    4144       2       1      15       1       0
  1077    4146       2       1      15       1       0
  1078    4148       2       1      15       1       0
  1079    4150       2       1      15       1       0
  1080    4152       2       1      15       1       0
  1081    4154       2       1      15       1       0
  1082    4156       2       1      14       2       0
  1083    4158       2       1      15       0       0
  1084    4160       2       1      15       1       0
  1085    4162       2       1      15       1       0
  1086    4164       2       1      14       2       0
  1087    4166       2       1      15       0       0
  1088    4168       2       1      15       1       0
  1089    4170       2       1      16       0       0
  1090    4172       2       1      15       2       0
  1091    4174       2       1      15       1       0
  1092    4176       2       1      14       2       0
  1093    4178       2       1      14       1       0
  1094    4180       2       1      15       0       0
  1095    4182       2       1      15       1       0
  1096    4184       2       1      14       2       0
  1097    4186       2       1      14       1       0
  1098    4188       2       1      15       0       0
  1099    4190       2       1      15       1       0
  1100    4192       2       1      16       0       0
  1101    4194       2       1      16       1       0
  1102    4196       2       1      15       2       0
  1103    4198       2       1      15       1       0
  1104    4200       2       1      15       1       0
  1105    4202       2       1      14       2       0
  1106    4204       2       1      14       1       0
  1107    4206       2       1      15       0       0
  1108    4208       2       1      16       0       0
  1109    4210       2       1      16       0       1
  1110    4212       2       1      16       1       0
  1111    4214       2       1      16       1       0
  1112    4216       2       1      16       1       0
  1113    4218       2       1      16       1       0
  1114    4220       2       1      15       2       0
  1115    4222       2       1      15       1       0
  1116    4224       2       1      16       0       0
  1117    4226       2       1      16       1       0
  1118    4228       2       1      16       1       0
  1119    4230       2       1      16       1       0
  1120    4232       2       1      16       1       0
  1121    4234       2       1      15       2       0
  1122    4236       2       1      15       1       0
  1123    4238       2       1      14       2       0
  1124    4240       2       1      14       1       0
  1125    4242       2       1      14       1       0
  1126    4244       2       1      15       0       0
  1127    4246       2       1      15       1       0
  1128    4250       4       1      15       3       0
  1129    4252       2       1      15       1       0
  1130    4256       4       1      15       3       0
  1131    4259       3       1      17       0       0
  1132    4262       3       1      18       1       0
  1133    4266       4       1      20       1       0
  1134    4274       8       1      23       4       0
  1135    4278       4       1      25       1       0
  1136    4281       3       1      23       4       0
  1137    4284       3       1      23       2       0
  1138    4287       3       1      23       2       0
  1139    4290       3       1      21       3       1
  1140    4293       3       1      21       1       1
  1141    4296       3       1      21       1       1
  1142    4300       4       1      21       2       1
  1143    4304       4       1      22       2       0
  1144    4307       3       1      22       1       1
  1145    4310       3       1      21       1       2
  1146    4313       3       1      20       1       2
  1147    4316       3       1      20       1       1
  1148    4319       3       1      20       1       1
  1149    4322       3       1      19       1       2
  1150    4326       4       1      20       1       1
  1151    4329       3       1      20       1       1
  1152    4332       3       1      20       1       1
  1153    4336       4       1      21       1       1
  1154    4340       4       1      21       3       0
  1155    4346       6       1      22       4       0
  1156    4351       5       1      25       1       0
  1157    4358       7       1      22       9       0
  1158    4383      25       0      40       5       1
  1159    4408      25       0      40       5      19
  1160    4433      25       0      40       1      23
  1161    4458      25       0      40       0      24
